customer_id,treatment,contract_value_per_month,contract_duration_months,feature_usage_count,days_since_last_login,api_calls_30d,seats_purchased,seats_active,support_tickets,csat_score,industry,company_size,integrations_enabled,onboarding_completed,churned
B2B02148,0,99,28,17,12,77,5,3,3,69.574220768916,Other,11-50,3,1,0
B2B02149,0,1999,19,34,0,54,10,6,1,71.81740493112999,Retail,201-1000,2,1,0
B2B02150,0,999,6,18,5,39436,5,4,2,89.19643968971815,Other,11-50,1,1,0
B2B02151,0,499,13,26,0,209,5,4,1,84.26358885208556,Finance,51-200,2,1,0
B2B02152,0,499,22,22,2,410,10,7,1,86.84203182448786,Finance,51-200,1,0,0
B2B02153,0,199,3,28,2,8,100,45,2,92.74340517893877,Retail,201-1000,3,0,0
B2B02154,0,99,11,36,6,5410,5,4,0,89.25619720265098,Healthcare,51-200,2,1,0
B2B02155,0,99,7,28,0,851,5,4,0,71.29528562281436,Healthcare,1-10,1,1,0
B2B02156,1,4999,1,33,13,0,5,4,3,78.65305254833974,Other,201-1000,2,1,0
B2B02157,0,999,7,31,15,18,5,3,0,93.04559858808769,Healthcare,51-200,0,0,0
B2B02158,0,199,7,16,10,18,25,15,5,97.94213576191933,Healthcare,11-50,3,1,0
B2B02159,0,199,6,29,3,643,5,2,1,90.68044748154486,Retail,11-50,1,0,0
B2B02160,0,499,15,28,1,109,5,4,2,81.54793035088763,Healthcare,51-200,2,1,0
B2B02161,0,999,4,27,6,24,5,3,2,77.23845221854025,Other,1-10,2,1,0
B2B02162,1,499,13,10,10,579,50,49,2,61.64202319533529,Retail,1-10,1,1,0
B2B02163,1,1999,3,19,0,30,250,243,2,91.19795742648779,Technology,11-50,1,1,0
B2B02164,0,99,7,17,15,18,5,4,0,57.52671264910377,Finance,51-200,4,1,0
B2B02165,0,199,21,23,4,154,5,3,1,85.98730824531351,Finance,201-1000,1,1,0
B2B02166,1,99,2,28,1,42,10,7,0,72.07816426425182,Other,51-200,1,1,0
B2B02167,0,999,7,30,5,668,50,39,1,88.61920840534403,Retail,11-50,1,1,0
B2B02168,0,999,10,23,8,97,10,5,1,92.01788528579071,Finance,51-200,3,1,0
B2B02169,0,199,10,24,5,90,5,2,4,92.10790305435353,Other,1-10,2,1,0
B2B02170,0,199,3,35,2,34,50,34,2,86.6744697185834,Healthcare,11-50,0,1,0
B2B02171,0,199,2,22,4,132,5,4,0,79.14490243960597,Technology,201-1000,4,1,0
B2B02172,0,1999,6,23,2,13281,25,16,3,93.55236305333902,Finance,11-50,2,0,0
B2B02173,0,99,5,28,6,327,50,29,0,87.48108439380097,Other,201-1000,2,0,0
B2B02174,1,99,12,23,5,90,25,22,1,70.71009876947734,Other,11-50,2,0,0
B2B02175,1,499,8,31,1,42,10,9,3,88.8100974819024,Technology,1000+,1,1,0
B2B02176,0,99,11,23,0,559,5,4,1,80.80301104455773,Other,201-1000,0,0,0
B2B02177,0,499,4,24,6,558,5,4,3,72.77389385542138,Other,11-50,3,0,0
B2B02178,1,199,6,24,1,57,5,3,0,94.72875866282531,Retail,201-1000,1,1,0
B2B02179,0,499,7,26,36,28,25,24,3,77.68326061081324,Other,1000+,5,1,0
B2B02180,0,999,6,26,34,124,5,4,0,84.25976981433963,Technology,201-1000,2,1,0
B2B02181,0,499,15,27,1,173,10,4,2,65.81028166167889,Retail,11-50,5,0,0
B2B02182,0,499,6,27,17,4,250,175,2,89.36109388748737,Finance,51-200,4,1,0
B2B02183,0,199,3,27,0,585,250,206,3,76.27937328390287,Finance,1-10,2,1,0
B2B02184,0,499,9,18,1,45,100,85,4,86.26991152226445,Other,201-1000,1,1,0
B2B02185,0,499,10,29,1,52,5,2,1,93.66076810463807,Finance,51-200,2,1,0
B2B02186,1,199,7,22,11,279,5,4,0,62.18814068727959,Finance,1000+,2,1,0
B2B02187,1,1999,4,27,23,25,10,6,0,74.70304351663206,Other,51-200,2,0,0
B2B02188,1,99,5,25,2,164,5,2,0,70.38670204072348,Finance,51-200,2,0,0
B2B02189,1,99,17,37,10,111,5,3,0,93.71300245425725,Healthcare,11-50,2,1,0
B2B02190,0,99,3,18,0,72,5,2,2,97.635344325962,Technology,1-10,2,1,0
B2B02191,0,199,27,28,13,253,100,43,3,86.0176014598839,Healthcare,11-50,1,1,0
B2B02192,0,99,19,26,6,58,10,6,5,79.33709707612988,Other,51-200,3,0,0
B2B02193,0,499,17,29,19,6,5,2,1,88.5930828867977,Other,201-1000,5,1,0
B2B02194,0,999,11,29,0,9,5,2,3,92.26105044606663,Other,11-50,0,1,0
B2B02195,0,99,4,22,8,36,10,8,2,61.418172075723234,Retail,11-50,1,1,0
B2B02196,0,99,2,28,2,15,5,3,4,85.71063313415792,Retail,51-200,3,1,0
B2B02197,0,999,8,28,0,226,5,4,0,69.35055871143034,Retail,1-10,0,1,0
B2B02198,0,499,27,22,1,29,25,15,1,68.1355163390574,Finance,51-200,0,1,0
B2B02199,0,1999,10,25,2,2,10,8,5,94.29349515887434,Retail,51-200,4,1,0
B2B02200,0,999,30,36,18,3730,5,2,1,83.89898744807294,Retail,1-10,2,0,0
B2B02201,0,199,14,25,6,115,250,159,4,77.67372746453623,Healthcare,1-10,2,1,0
B2B02202,0,499,14,29,3,138,25,13,0,78.285318943071,Healthcare,11-50,0,1,0
B2B02203,0,499,9,30,4,1940,10,6,2,91.89635980117237,Other,51-200,2,0,0
B2B02204,0,499,10,19,4,1347,5,4,2,89.42004594322034,Technology,1-10,3,1,0
B2B02205,0,99,12,28,8,1045,50,24,2,80.07318520587462,Finance,11-50,1,1,1
B2B02206,0,199,7,28,16,12,50,40,0,82.51862344873254,Healthcare,1-10,2,1,0
B2B02207,0,1999,20,26,4,560,5,4,2,71.00677768002936,Technology,51-200,3,1,0
B2B02208,0,999,16,26,21,272,100,72,0,86.04867544025221,Retail,1000+,1,1,0
B2B02209,0,999,6,32,2,93,10,8,3,97.9865259747161,Finance,1-10,2,0,0
B2B02210,0,199,7,18,5,27,50,34,0,75.4222257016949,Technology,11-50,1,1,0
B2B02211,0,99,23,28,4,451,10,5,2,94.635393745235,Retail,1-10,1,1,0
B2B02212,0,4999,22,29,11,13,5,2,2,49.64184278846458,Technology,1000+,2,1,0
B2B02213,0,99,4,19,0,35,25,22,4,92.99177457544523,Finance,11-50,5,1,0
B2B02214,1,99,6,35,7,769,5,4,1,69.97704533980648,Other,201-1000,0,0,0
B2B02215,0,199,31,19,10,39,10,7,1,92.0311860782959,Other,1-10,2,0,0
B2B02216,0,999,2,25,9,4300,10,6,1,62.032281131171274,Other,1-10,2,1,0
B2B02217,0,99,21,21,1,99,5,3,0,90.32055897379134,Technology,11-50,2,1,0
B2B02218,0,999,9,27,11,138,10,8,0,68.23475322176583,Finance,51-200,2,0,0
B2B02219,0,999,6,29,5,912,10,8,0,84.53088030099923,Technology,11-50,3,0,0
B2B02220,1,199,25,30,4,493,250,143,1,94.34817050200691,Finance,11-50,4,1,0
B2B02221,0,4999,10,30,14,16,10,4,5,75.86369684467599,Technology,51-200,3,1,0
B2B02222,0,999,14,26,9,174,5,4,0,60.76457634900143,Retail,51-200,3,1,0
B2B02223,1,99,2,19,10,6134,5,3,0,78.27417642512751,Other,51-200,1,1,0
B2B02224,0,99,5,38,4,1424,25,21,1,80.52170576918218,Other,1000+,1,1,0
B2B02225,0,1999,6,24,7,65,100,74,0,91.60314685783523,Other,1-10,2,1,0
B2B02226,0,99,21,27,4,448,25,17,0,86.84279696765704,Technology,1000+,2,1,0
B2B02227,0,499,14,21,1,14,50,36,0,89.5231680666757,Retail,1000+,3,1,0
B2B02228,0,99,3,25,10,15,10,5,5,63.27640576323495,Finance,51-200,6,1,0
B2B02229,0,499,6,28,3,7,5,2,2,71.10443327523032,Technology,11-50,3,1,0
B2B02230,0,99,19,30,9,11,10,9,2,79.23751601015832,Other,11-50,2,1,0
B2B02231,0,1999,5,31,6,70,5,4,1,57.95637356409576,Retail,51-200,4,1,0
B2B02232,0,199,29,22,1,20,250,145,2,89.1681438800203,Retail,1-10,2,1,0
B2B02233,0,499,5,28,10,35,5,3,0,90.07095834085422,Other,1000+,2,1,0
B2B02234,0,199,22,24,10,43,100,98,1,63.41656068074211,Other,1-10,3,1,0
B2B02235,1,99,3,19,6,1932,10,8,0,79.3534912429362,Other,51-200,5,1,0
B2B02236,0,199,2,28,2,46,5,4,2,86.99045580115083,Technology,11-50,0,1,0
B2B02237,0,99,19,28,3,23,5,2,3,83.68911752472609,Retail,201-1000,1,1,0
B2B02238,0,199,4,35,2,251,25,16,3,78.17059210122352,Healthcare,1-10,3,1,0
B2B02239,1,199,27,27,0,1363,10,9,1,75.47011604150981,Retail,201-1000,1,1,0
B2B02240,0,1999,16,23,12,414,50,20,1,86.32814791242053,Technology,51-200,2,1,0
B2B02241,0,999,31,27,3,539,5,3,3,69.89901763672144,Healthcare,11-50,4,1,0
B2B02242,1,499,4,23,3,6,5,3,3,79.68003170081633,Finance,1000+,3,1,0
B2B02243,0,999,14,27,3,1351,5,3,3,75.07436458506824,Finance,201-1000,2,1,0
B2B02244,0,99,11,23,10,65,250,174,3,90.39611964570888,Other,201-1000,3,1,0
B2B02245,0,199,2,17,6,29,10,4,1,91.51303178414895,Healthcare,51-200,0,1,0
B2B02246,0,199,13,29,14,8,5,3,0,91.4199492601459,Other,1000+,3,1,0
B2B02247,0,199,18,23,0,6,100,73,2,80.00676049082854,Retail,51-200,3,1,0
B2B02248,0,499,12,27,5,632,5,3,6,76.84803412914833,Technology,11-50,4,1,0
B2B02249,1,499,18,32,5,37,100,84,1,88.3304574751546,Finance,51-200,1,1,0
B2B02250,0,99,1,16,5,1683,10,9,1,92.5798741507019,Finance,1000+,1,0,0
B2B02251,0,99,13,25,0,58,5,4,0,35.40976687805273,Retail,11-50,1,1,0
B2B02252,0,199,5,25,4,332,50,35,3,59.44005982491005,Other,51-200,1,1,0
B2B02253,1,99,9,19,16,124,5,3,6,75.20969884922903,Other,11-50,3,1,0
B2B02254,0,199,3,28,17,120,5,4,1,63.469438847366064,Finance,201-1000,1,1,0
B2B02255,0,199,5,33,5,946,100,59,0,77.25634533530334,Finance,51-200,3,1,0
B2B02256,0,499,5,27,7,296,5,3,4,95.82718936658469,Finance,11-50,2,1,0
B2B02257,1,199,9,21,11,48,50,29,3,84.10551530753136,Technology,11-50,3,1,0
B2B02258,0,499,5,24,16,20,5,2,4,92.89989409296983,Healthcare,51-200,0,1,0
B2B02259,0,4999,11,27,4,410,5,2,0,71.71805450534917,Healthcare,51-200,3,1,0
B2B02260,1,999,4,28,3,6951,5,2,0,92.99316837872891,Technology,51-200,1,0,0
B2B02261,0,99,5,24,3,5,25,24,3,75.04618713153101,Retail,11-50,2,1,0
B2B02262,0,199,23,25,8,337,25,12,3,67.7048991221412,Technology,201-1000,1,1,0
B2B02263,1,199,14,22,8,250,5,3,6,35.123998197744626,Healthcare,1-10,2,0,0
B2B02264,1,99,20,27,0,44964,5,2,2,76.33499942380074,Healthcare,51-200,1,1,0
B2B02265,0,199,10,30,0,16,5,2,6,65.39412901758988,Other,51-200,3,1,0
B2B02266,0,499,1,14,4,730,10,5,0,92.91024515344583,Technology,51-200,2,1,0
B2B02267,0,99,1,20,3,20,10,9,1,80.89483261301997,Technology,11-50,2,0,0
B2B02268,0,199,5,20,10,276,5,3,2,76.77785461097707,Healthcare,11-50,1,1,0
B2B02269,0,199,4,23,6,378,10,7,1,83.18476500287943,Retail,201-1000,1,0,0
B2B02270,0,499,1,17,5,1831,5,3,1,61.82061962142507,Technology,11-50,2,1,0
B2B02271,0,999,10,29,5,293,5,2,1,76.47115330364981,Retail,51-200,0,0,0
B2B02272,0,99,4,18,1,197,50,49,5,70.3124153832888,Healthcare,1000+,2,1,0
B2B02273,1,199,5,26,11,55,50,42,0,56.84593427987048,Technology,201-1000,2,0,0
B2B02274,1,199,12,24,0,960,5,4,3,75.60050504642257,Other,1-10,2,1,0
B2B02275,0,999,6,27,15,14,25,20,1,66.19380759287644,Finance,1-10,3,1,0
B2B02276,0,99,2,29,0,470,25,17,0,40.65949452320991,Technology,51-200,0,1,0
B2B02277,1,499,3,27,9,2,25,22,5,85.11430858923357,Finance,51-200,1,1,0
B2B02278,0,1999,13,27,1,80,10,5,1,68.2656841542065,Technology,1000+,3,0,0
B2B02279,0,999,7,26,6,85,25,14,3,68.96352632773804,Healthcare,11-50,3,0,0
B2B02280,0,99,11,21,1,1264,25,12,2,63.95781080409325,Finance,1-10,0,1,0
B2B02281,1,499,13,29,14,97,10,7,2,53.34850410410586,Healthcare,1000+,1,1,0
B2B02282,0,1999,7,22,22,90,5,2,2,99.88917763545126,Technology,11-50,2,1,0
B2B02283,1,99,16,35,13,3049,10,4,0,92.12474642051289,Retail,201-1000,1,1,0
B2B02284,1,99,26,27,4,45,25,17,0,68.65322575855134,Finance,51-200,1,1,0
B2B02285,0,199,10,28,2,21,5,4,1,87.58338811695413,Other,51-200,1,1,0
B2B02286,0,4999,5,20,5,208,5,2,0,28.181567046067578,Retail,11-50,4,0,0
B2B02287,1,999,3,22,6,4,5,4,1,63.30520757285394,Finance,11-50,0,0,0
B2B02288,0,199,16,37,7,71,5,2,1,71.93175802128238,Finance,11-50,0,0,0
B2B02289,1,199,12,25,0,659,5,4,1,99.54601238133601,Retail,11-50,2,1,0
B2B02290,0,199,27,23,1,28,5,3,2,35.118789579465094,Other,11-50,1,1,0
B2B02291,0,4999,17,25,4,58,5,4,1,42.023907742724646,Finance,11-50,2,1,0
B2B02292,0,99,27,19,27,3673,10,7,0,95.61597863052225,Other,11-50,2,1,0
B2B02293,0,99,7,24,0,30,100,72,0,64.31638480046237,Other,1-10,5,1,0
B2B02294,1,1999,7,25,0,85,250,213,2,79.4801876711137,Other,1-10,3,1,0
B2B02295,0,499,13,25,4,153,5,4,0,71.66518663360513,Healthcare,51-200,3,1,0
B2B02296,0,99,1,20,0,147,5,3,2,78.38578241956918,Other,51-200,1,1,0
B2B02297,0,999,13,26,16,291,5,2,2,91.38874980406577,Healthcare,51-200,4,0,0
B2B02298,0,999,13,20,13,4557,5,4,3,94.10289958583542,Other,1-10,6,1,0
B2B02299,0,499,9,33,2,2336,5,2,4,58.10139006779934,Other,1000+,4,0,0
B2B02300,0,99,8,27,8,7,5,3,3,76.42874475837287,Healthcare,1000+,1,0,0
B2B02301,0,199,3,23,1,4658,25,15,0,67.27346856401249,Technology,11-50,1,0,0
B2B02302,1,499,6,34,0,51,5,3,0,93.13704863126472,Retail,201-1000,2,1,0
B2B02303,0,99,12,25,3,175,50,29,2,76.55675727751017,Healthcare,1-10,2,0,0
B2B02304,1,999,35,29,2,28,5,4,1,77.30468032781039,Technology,51-200,3,0,0
B2B02305,0,499,19,18,9,24,10,5,2,76.10658303880776,Other,11-50,3,1,0
B2B02306,1,499,7,25,2,0,5,3,0,82.86744674675023,Other,201-1000,3,1,0
B2B02307,0,499,13,31,3,753,5,3,2,93.93235199278487,Other,51-200,1,1,0
B2B02308,0,999,12,30,5,5207,50,48,1,33.24559162302515,Technology,11-50,2,1,0
B2B02309,0,199,11,29,12,21,10,4,3,81.79947261612448,Technology,51-200,4,1,0
B2B02310,0,499,10,27,21,50,100,57,1,67.65132133253793,Other,51-200,3,1,0
B2B02311,0,99,2,21,0,45,10,5,2,88.09586710502124,Other,1-10,3,0,0
B2B02312,1,199,21,26,3,201,10,9,2,56.37129441784755,Other,11-50,0,0,0
B2B02313,0,1999,31,20,1,84,5,4,3,96.06967972558144,Other,11-50,2,1,0
B2B02314,1,199,9,18,9,108,25,22,3,82.33806712522342,Finance,11-50,0,1,0
B2B02315,1,99,12,14,11,1392,5,3,3,77.73146494755339,Healthcare,11-50,3,1,0
B2B02316,0,199,9,33,6,1,5,3,2,62.329620507768226,Finance,1-10,3,0,0
B2B02317,0,1999,13,22,0,33,5,4,0,76.61853391429153,Healthcare,11-50,3,1,0
B2B02318,1,499,6,21,10,86,50,29,3,87.93214316697517,Other,11-50,4,0,0
B2B02319,0,99,6,18,31,227,100,46,1,91.86291526259271,Retail,11-50,4,1,0
B2B02320,0,99,8,30,2,4,5,4,1,93.89849062176475,Other,11-50,0,1,0
B2B02321,1,1999,12,15,3,6118,5,3,2,86.39258273238774,Other,201-1000,0,1,0
B2B02322,0,499,6,27,3,73,10,8,1,89.68536255957495,Healthcare,51-200,2,0,0
B2B02323,0,99,22,22,4,12,5,3,5,80.19092778335461,Finance,201-1000,4,1,0
B2B02324,0,99,12,22,12,5294,25,19,3,91.37454562578566,Retail,1-10,5,0,0
B2B02325,0,499,3,34,10,300,5,2,1,73.22971043981137,Other,11-50,0,1,0
B2B02326,0,99,6,32,2,1607,50,38,1,73.15710009070703,Other,51-200,3,1,0
B2B02327,0,99,18,29,3,54,50,27,4,87.00209962526804,Healthcare,51-200,1,1,0
B2B02328,0,99,10,29,15,669,25,18,5,80.81931428330094,Retail,1-10,0,0,0
B2B02329,0,199,13,16,1,1458,25,24,6,43.5065608543678,Retail,1-10,2,0,0
B2B02330,1,199,41,29,2,14,25,23,1,42.92045797013442,Technology,11-50,3,1,0
B2B02331,0,999,15,24,6,66,5,3,1,82.48005883455677,Technology,1000+,3,1,0
B2B02332,1,999,4,27,3,1109,10,6,3,92.80266572021586,Technology,11-50,1,1,0
B2B02333,0,199,20,23,5,174,5,2,3,40.69724433728232,Healthcare,51-200,0,1,0
B2B02334,0,999,11,24,8,4377,5,4,0,98.07595238596534,Technology,1-10,0,1,0
B2B02335,0,999,3,28,5,32,5,3,4,75.25546117309145,Finance,51-200,1,1,0
B2B02336,0,99,3,26,6,227,10,9,1,71.6289355339987,Retail,51-200,3,1,0
B2B02337,1,199,40,21,10,23,25,17,0,68.75456908305178,Technology,51-200,0,1,0
B2B02338,0,999,7,23,1,488,10,9,4,72.1757366912533,Healthcare,201-1000,6,1,0
B2B02339,0,199,16,25,13,18,50,39,3,31.172224840172692,Finance,51-200,5,1,0
B2B02340,0,1999,36,28,0,167,100,97,0,54.61825924212034,Technology,11-50,3,1,0
B2B02341,0,999,8,27,1,636,25,21,3,61.37168220433436,Retail,11-50,2,0,0
B2B02342,1,999,21,26,10,175,25,13,2,46.078524620772306,Other,11-50,6,1,0
B2B02343,0,99,6,26,2,388,5,4,2,69.98995844498091,Healthcare,11-50,1,0,0
B2B02344,1,199,12,31,1,375,50,22,0,78.0374425952422,Technology,1-10,1,1,0
B2B02345,0,199,4,27,1,244,5,3,0,49.355343612761224,Other,201-1000,1,1,0
B2B02346,1,199,9,20,0,89,10,5,0,70.34817718163285,Other,51-200,2,0,0
B2B02347,0,999,13,24,6,27,50,20,1,62.06591395757576,Finance,201-1000,0,1,0
B2B02348,0,999,12,27,9,1,10,7,4,84.25485804324471,Healthcare,51-200,0,0,0
B2B02349,0,99,29,27,3,788,5,3,0,64.08747744024674,Retail,11-50,1,0,0
B2B02350,0,499,4,28,1,4,5,2,0,94.20049295793018,Retail,201-1000,1,0,0
B2B02351,0,4999,11,18,15,1078,10,7,0,65.68920398398785,Finance,51-200,3,1,0
B2B02352,0,199,4,18,18,760,5,3,0,69.95237863578399,Retail,11-50,1,1,0
B2B02353,0,999,14,24,3,693,5,3,1,90.30576120313806,Healthcare,201-1000,1,1,0
B2B02354,0,499,19,27,0,295,5,2,0,83.9925099685481,Technology,11-50,0,1,0
B2B02355,1,99,3,25,1,8055,5,3,1,65.72738502115092,Finance,51-200,2,1,0
B2B02356,1,99,8,30,15,441,5,3,0,75.57613819032612,Technology,51-200,6,1,0
B2B02357,0,999,4,30,18,14,5,3,1,83.39578791329191,Retail,201-1000,3,1,0
B2B02358,0,99,23,21,1,6180,5,2,4,79.55086549804447,Technology,51-200,0,1,0
B2B02359,0,1999,5,31,6,156,5,2,2,71.43789810843225,Other,51-200,2,0,0
B2B02360,0,199,14,28,1,464,10,7,0,65.11385198954417,Other,1-10,3,1,0
B2B02361,0,999,1,21,2,21,100,92,3,62.859409530869236,Retail,1000+,1,0,0
B2B02362,0,499,7,27,18,135,50,32,1,88.40058954235518,Finance,11-50,0,1,0
B2B02363,0,499,13,25,0,59,10,6,1,79.76481125130613,Other,1-10,1,1,0
B2B02364,0,99,13,15,1,189,100,85,5,94.05131128319756,Finance,201-1000,3,0,0
B2B02365,0,99,23,20,9,274,5,3,1,85.57423119867514,Healthcare,11-50,2,0,0
B2B02366,0,199,2,19,10,1074,5,4,5,72.36559660728793,Retail,51-200,1,1,0
B2B02367,0,199,12,29,19,777,5,4,0,51.959736060127746,Retail,1000+,1,1,0
B2B02368,0,499,5,21,6,170,25,19,1,94.59517994757243,Healthcare,51-200,3,0,0
B2B02369,1,99,16,24,26,16,10,4,0,81.44595104659169,Healthcare,201-1000,1,1,0
B2B02370,1,199,7,21,7,64,5,2,0,91.70944306630263,Healthcare,11-50,1,1,0
B2B02371,0,999,14,35,2,266,10,6,0,75.94906955609488,Other,11-50,3,1,0
B2B02372,1,99,6,28,1,2065,5,3,2,81.86517138689821,Other,51-200,3,1,0
B2B02373,0,499,4,17,27,50,10,8,3,76.79648662845091,Retail,201-1000,0,0,0
B2B02374,0,1999,18,19,1,63,10,7,1,71.26389749327065,Technology,1-10,2,1,0
B2B02375,0,99,6,32,0,7724,10,9,2,60.836734746522446,Other,1-10,2,1,0
B2B02376,0,199,19,23,14,393,5,4,1,88.02199156796485,Finance,11-50,3,1,0
B2B02377,0,499,11,30,15,45,25,15,1,99.19044516724475,Other,11-50,1,0,0
B2B02378,0,499,6,30,7,37,50,36,6,57.63671579095513,Finance,1-10,1,1,0
B2B02379,0,99,29,36,1,23,50,24,1,94.85323183169221,Retail,11-50,4,1,0
B2B02380,0,4999,5,24,9,118,10,5,3,89.48684901498925,Healthcare,11-50,5,1,0
B2B02381,0,999,4,28,4,3,10,7,3,68.0295779589165,Retail,51-200,2,1,0
B2B02382,0,499,16,19,2,86,5,3,0,58.30192412220341,Retail,11-50,2,0,0
B2B02383,0,199,3,24,4,767,25,10,1,80.8122226373942,Technology,1-10,1,1,0
B2B02384,0,99,3,19,14,22,10,7,0,84.66392717770968,Other,11-50,0,1,0
B2B02385,0,199,10,32,0,247,5,3,3,95.66034878638004,Finance,11-50,1,0,0
B2B02386,1,4999,21,26,0,3163,5,4,2,73.60351182246603,Other,201-1000,0,1,0
B2B02387,0,499,27,26,5,280,5,3,0,91.877687513071,Retail,51-200,0,1,0
B2B02388,0,199,4,17,0,59,5,2,0,82.56585661535763,Retail,51-200,1,1,0
B2B02389,0,999,10,19,4,139,50,21,3,63.56912280541474,Healthcare,1-10,1,0,0
B2B02390,0,99,8,29,10,65,10,5,2,91.96084187964567,Finance,51-200,1,1,1
B2B02391,0,499,15,18,9,106,25,15,0,74.91828837355789,Healthcare,51-200,5,1,0
B2B02392,0,499,12,26,6,35,50,24,1,69.55406712155497,Retail,51-200,0,1,0
B2B02393,1,999,33,29,26,531,5,3,3,77.06084761353476,Other,1-10,2,1,0
B2B02394,0,499,8,23,18,80,5,3,5,92.85241242350646,Technology,11-50,2,1,0
B2B02395,0,1999,18,33,8,11,50,35,0,82.9597014096165,Healthcare,11-50,3,1,0
B2B02396,0,99,38,21,6,929,250,175,5,87.26496003614979,Healthcare,11-50,2,1,0
B2B02397,0,199,20,31,0,2,25,22,3,88.88603435084697,Healthcare,51-200,1,0,0
B2B02398,0,999,16,25,7,197,25,24,2,59.92921696600681,Retail,11-50,0,1,0
B2B02399,0,499,8,33,17,31,5,3,4,85.0998729043126,Finance,1-10,2,1,0
B2B02400,0,99,7,24,5,189,25,19,4,89.86997311755412,Other,51-200,2,1,0
B2B02401,0,999,7,26,6,7,100,76,5,58.875092271074095,Healthcare,51-200,1,1,0
B2B02402,0,199,9,38,8,103,250,170,4,59.66360087372771,Retail,51-200,1,0,0
B2B02403,0,1999,2,25,3,824,25,22,0,92.40200779961,Healthcare,1-10,4,0,0
B2B02404,0,99,9,21,9,192,10,5,0,71.73246916727575,Retail,51-200,2,1,0
B2B02405,0,99,5,19,1,19,10,7,1,65.6195636436289,Other,51-200,2,1,0
B2B02406,0,99,7,22,27,1035,5,4,0,67.68546563714838,Other,11-50,5,1,0
B2B02407,0,499,6,30,40,4419,5,3,2,74.41216107023895,Technology,201-1000,0,1,0
B2B02408,0,1999,27,32,3,248,5,2,0,93.53725056933312,Finance,201-1000,1,1,0
B2B02409,0,199,3,29,5,26,25,18,0,92.21667259996704,Healthcare,51-200,2,1,0
B2B02410,0,99,14,31,2,37,5,2,0,82.26464705085549,Finance,51-200,2,1,0
B2B02411,0,1999,7,25,2,12,50,30,0,92.25065150708353,Finance,11-50,1,1,0
B2B02412,0,99,15,25,6,609,5,2,2,60.94167939779539,Retail,51-200,1,1,0
B2B02413,0,99,11,23,7,116,5,4,1,69.60367038236342,Finance,51-200,0,1,0
B2B02414,0,999,19,17,6,299,5,3,1,93.55618722414277,Other,11-50,3,1,0
B2B02415,1,199,8,27,1,2,10,9,1,48.96678901088279,Retail,1-10,3,1,0
B2B02416,0,99,2,22,0,461,5,3,1,83.49238480885859,Other,11-50,1,1,0
B2B02417,0,199,8,20,2,242,25,17,1,74.68653818100267,Other,51-200,7,1,0
B2B02418,0,199,6,28,6,344,10,5,3,70.98851379462701,Other,11-50,1,1,0
B2B02419,0,99,11,31,2,346,10,7,2,75.53482670652534,Healthcare,201-1000,0,1,1
B2B02420,0,1999,16,27,6,7159,250,209,1,68.25226625166091,Healthcare,11-50,4,1,0
B2B02421,1,499,4,25,0,709,250,131,2,86.91213562641569,Healthcare,11-50,4,1,0
B2B02422,0,999,23,31,7,128,10,4,1,52.52021072040796,Finance,51-200,2,0,0
B2B02423,0,499,22,25,7,28,10,6,4,68.23749676263455,Finance,11-50,2,0,0
B2B02424,0,999,12,23,1,480,5,4,4,57.90788886604169,Technology,1000+,3,1,0
B2B02425,0,199,6,22,20,37,5,3,3,79.75195815523573,Healthcare,201-1000,4,1,0
B2B02426,0,199,1,27,8,197,5,4,1,83.22854294157241,Healthcare,11-50,5,0,0
B2B02427,0,199,11,25,9,39,5,4,0,80.98605920103219,Retail,201-1000,1,1,0
B2B02428,0,99,10,32,4,278,5,2,1,85.88657757515499,Technology,1000+,0,1,0
B2B02429,0,1999,2,30,11,1722,10,5,6,85.13181966647551,Healthcare,51-200,1,1,0
B2B02430,1,999,2,22,10,96,250,123,0,54.749079558770184,Retail,11-50,3,1,0
B2B02431,0,199,20,35,12,183,250,140,6,68.08424118183206,Other,201-1000,3,1,0
B2B02432,1,199,11,30,2,1158,5,2,0,83.05082518763885,Technology,201-1000,1,1,0
B2B02433,0,1999,5,25,1,889,5,2,0,48.28697855099213,Finance,1-10,2,1,0
B2B02434,0,499,5,32,8,115,10,6,1,64.4081170899466,Other,1000+,1,0,0
B2B02435,1,199,11,28,9,3791,50,25,6,79.10692714372826,Technology,51-200,4,1,0
B2B02436,0,999,11,19,0,21,10,4,2,83.06466959301179,Healthcare,11-50,1,0,0
B2B02437,0,999,10,29,6,86,50,45,2,86.92585589494985,Healthcare,51-200,0,1,0
B2B02438,1,99,6,24,0,515,5,2,4,60.079166421474284,Finance,11-50,0,1,0
B2B02439,0,199,5,19,14,43,50,44,3,77.59562697072094,Retail,1-10,3,0,0
B2B02440,1,199,8,27,5,6,5,2,1,79.78384779672834,Finance,1-10,0,1,0
B2B02441,0,199,8,30,3,363,25,22,0,42.35654282335157,Healthcare,11-50,1,1,0
B2B02442,0,99,11,28,2,155,10,8,4,86.29606313786327,Finance,11-50,3,1,0
B2B02443,0,199,18,26,3,2,25,23,3,56.70340400176925,Finance,201-1000,1,1,0
B2B02444,0,199,8,25,3,854,5,4,0,72.36772718460843,Retail,1-10,2,1,0
B2B02445,0,99,9,15,7,38,5,2,2,86.07955059950704,Technology,51-200,2,1,0
